,alpha,beta
0,0.5321073716689664,8.902310344266231
1,0.697282692845395,0.40007452816272004
2,0.9784660686469029,7.728578465234576
3,0.5750642130375377,4.424001108884645
4,0.01279975752392326,9.844288747453701
5,0.24860018972811393,1.031090168734464
6,0.5894311167697869,4.798596338266888
7,0.34069856231163065,0.9316416150427899
8,0.1262411245725017,5.534445193254014
9,0.6701642611302656,1.199232760333317
10,0.2912054664570498,9.977155755678012
11,0.2150710292639152,9.994199442204774
12,0.5400732903711819,9.481055820778824
13,0.9223947129867461,2.3601764789751813
14,0.05292087294818848,1.836197862664189
15,0.16978122889726788,8.499473411465347
16,0.7174394601685226,8.993195376319544
17,0.22201516724110282,6.289805933489817
18,0.021245021221824034,5.6930893529085
19,0.9108779330667859,0.7318569978950032
20,0.29138742519627914,9.623518414364234
21,0.006038969773452529,9.232062910164581
22,0.8977622461016367,7.403002534133606
23,0.43272359847069397,4.91423569288173
24,0.8310424500462499,8.487882383515297
25,0.09793654484356029,3.4604967334136303
26,0.8045624385286605,9.497213494875293
27,0.4873797210542399,9.976244843849539
28,0.5406386133029544,3.5012648647584594
29,0.8664325366471085,9.506590976299636
30,0.7336094724850718,7.4252977194988325
31,0.06822666049445492,3.428687518057926
32,0.11743500008446339,0.7165693830281527
33,0.3882477194366313,3.418110047952281
34,0.3199068514707345,1.4818077795720905
35,0.30902363639626873,6.765366510170567
36,0.347688726230013,7.087454948458275
37,0.8384706742458804,4.249236067743596
38,0.6351560364925808,2.2923865613990095
39,0.474904269556338,2.3435002959250473
40,0.35677892051939053,1.9537019691848336
41,0.5395921086250773,4.982569146616486
42,0.9074434973658204,6.202812048566456
43,0.353836472364613,8.88409758364206
44,0.6557821058830117,4.565973108429767
45,0.2993641868413067,9.43011611268511
46,0.6449886621191416,6.957307478934562
47,0.22994988265076255,0.8428255796314543
48,0.012265515015424944,2.48094615705314
49,0.6911603111662695,1.9186677535786363
50,0.17716946789602384,7.145820273861529
51,0.6567072112092027,8.350421866335168
52,0.3039756436059864,7.7744512874909795
53,0.49921953239373906,2.436644812548004
54,0.5679482609794037,3.3107538907032845
55,0.3264490899531659,6.584815700811745
56,0.9808629271359013,9.723426313276493
57,0.7484880450490562,2.4095391145089735
58,0.09949483298233075,3.4048071500650727
59,0.019819122299855163,8.646861906307937
60,0.9509797258749056,7.8988281838680345
61,0.3672859900583626,1.7062389223905021
62,0.12802820051592156,1.7537305040955442
63,0.04788388762077489,1.0633500162751657
64,0.22290769238478347,5.513160041198764
65,0.6570314258005187,3.3398268083268574
66,0.04994537915183672,1.28820721211181
67,0.7411040563483241,6.747304814578754
68,0.9233001504775974,5.374311299475383
69,0.9977170396411861,9.394903969657804
70,0.9140399696870074,8.322727891396289
71,0.632417254426364,4.386433292894171
72,0.9344098580964582,0.6889397080998974
73,0.41115863639022054,1.1448487972414436
74,0.23575550703392456,7.3486912364219235
75,0.6333045143392791,3.752094763917416
76,0.5308036570719866,5.6846258082388825
77,0.21538345642957735,0.7037476050203706
78,0.8032627403898503,8.645618567208812
79,0.9413155057503046,3.1986052009421826
80,0.07496963021977887,9.846143153743192
81,0.6221863574809783,3.9439775540925286
82,0.07552079371432463,8.39608061777601
83,0.8307817619120023,6.5987095642556
84,0.2678778832297495,8.719383493860716
85,0.5515579902297614,3.70729396265849
86,0.24810488946165343,9.84735953278679
87,0.998862070924261,8.788789494203055
88,0.34375458731070285,1.688497393741085
89,0.6200922321345924,6.244661092054043
90,0.04265364632859436,1.1450445180233242
91,0.4239152785792837,3.1629177572540272
92,0.20532292185199397,8.596652348171286
93,0.1861578748717414,6.790626176592734
94,0.23666718776576257,8.091592540750852
95,0.6507816873881171,1.6375725530062288
96,0.023872628851154265,8.581519263489348
97,0.6211111177763569,4.996021929265382
98,0.011077706934761955,3.335398871977025
99,0.5774331239125248,1.194522837424657
