,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,1,0.16426486,1,0.0
1,1,0,0,1,0,0.5789296,1,0.0
2,2,1,0,0,0,0.16426486,1,0.0
3,3,1,1,1,1,0.5789296,1,0.0
4,4,1,1,1,1,0.16426486,1,0.0
5,5,1,1,1,1,0.5789296,1,0.0
6,6,1,1,1,1,0.16426486,1,0.0
7,7,1,1,1,1,0.5789296,1,0.0
8,8,1,1,1,0,0.16426486,1,0.0
9,9,1,1,1,1,0.5789296,1,0.0
10,10,1,1,1,1,0.16426486,1,0.0
11,11,1,1,1,1,0.5789296,1,0.0
12,12,0,0,1,1,0.16426486,1,0.0
13,13,0,0,1,1,0.5789296,1,0.0
14,14,1,0,0,0,0.16426486,1,0.0
15,15,1,1,1,1,0.5789296,1,0.0
16,16,0,0,1,0,0.16426486,1,0.0
17,17,0,0,1,0,0.5789296,1,0.0
18,18,1,1,1,1,0.16426486,1,0.0
19,19,0,0,1,0,0.5789296,1,0.0
20,20,1,0,0,1,0.16426486,1,0.0
21,21,1,1,1,1,0.5789296,1,0.0
22,22,1,0,0,0,0.16426486,1,0.0
23,23,0,0,1,0,0.5789296,1,0.0
24,24,0,0,1,0,0.16426486,1,0.0
25,25,1,0,0,0,0.5789296,1,0.0
26,26,1,1,1,1,0.16426486,1,0.0
27,27,0,0,1,0,0.5789296,1,0.0
28,28,1,1,1,1,0.16426486,1,0.0
29,29,1,0,0,0,0.5789296,1,0.0
30,30,0,0,1,1,0.16426486,1,0.0
31,31,0,0,1,1,0.5789296,1,0.0
32,32,0,0,1,0,0.16426486,1,0.0
33,33,1,1,1,1,0.5789296,1,0.0
34,34,1,1,1,1,0.16426486,1,0.0
35,35,0,1,0,1,0.5789296,1,0.0
36,36,0,1,0,0,0.16426486,1,0.0
37,37,0,1,0,1,0.5789296,1,0.0
38,38,1,1,1,1,0.16426486,1,0.0
39,39,0,0,1,0,0.5789296,1,0.0
40,40,1,1,1,1,0.16426486,1,0.0
41,41,0,0,1,0,0.5789296,1,0.0
42,42,1,1,1,1,0.16426486,1,0.0
43,43,1,1,1,0,0.5789296,1,0.0
44,44,1,0,0,0,0.16426486,1,0.0
