,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,0,1,0,1,0.5,1,0.4727428
1,1,1,1,1,1,0.5429074,1,-0.22348575
2,2,0,0,1,0,0.47967702,1,0.35490832
3,3,0,0,1,0,0.532247,1,0.65987074
4,4,0,0,1,0,0.5597524,1,0.8206644
5,5,0,0,1,0,0.57411915,1,0.905444
6,6,1,1,1,1,0.5816456,1,0.0046590813
7,7,0,0,1,0,0.5004239,1,0.47519934
8,8,1,1,1,1,0.54312927,1,-0.22219053
9,9,1,1,1,1,0.47979468,1,-0.58989435
10,10,1,1,1,1,0.44653282,1,-0.78376883
11,11,0,0,1,1,0.4291673,1,0.05949503
12,12,1,1,1,1,0.50541306,1,-0.44137362
13,13,1,1,1,1,0.4599271,1,-0.7054602
14,14,1,1,1,1,0.43616298,1,-0.84470177
15,15,1,1,1,1,0.42374322,1,-0.9181179
16,16,1,1,1,0,0.4172324,1,-0.95682704
17,17,0,0,1,0,0.41381094,1,-0.031751163
18,18,1,1,1,0,0.4971111,1,-0.48948383
19,19,1,0,0,0,0.455581,1,-0.7308267
20,20,1,1,1,0,0.43389395,1,-0.85807645
21,21,1,1,1,0,0.42255506,1,-0.92516977
22,22,0,0,1,1,0.41660848,1,-0.015059627
23,23,0,0,1,0,0.49862978,1,0.4648025
24,24,0,0,1,0,0.5421902,1,0.71781325
25,25,0,0,1,0,0.56494236,1,0.851215
26,26,1,1,1,0,0.5768355,1,-0.023933554
27,27,1,1,1,0,0.49782237,1,-0.48536193
28,28,0,0,1,0,0.45595312,1,0.21683222
29,29,0,1,0,0,0.5197186,1,0.58706915
30,30,0,0,1,1,0.55321306,1,0.78227925
31,31,0,0,1,1,0.5706999,1,0.88520515
32,32,1,1,1,1,0.5798522,1,-0.006012004
33,33,0,0,1,0,0.49945298,1,0.46957293
34,34,0,0,1,0,0.5426211,1,0.7203285
35,35,1,1,1,1,0.5651673,1,-0.092944406
36,36,1,1,1,1,0.49154413,1,-0.5217484
37,37,1,0,0,0,0.4526701,1,-0.7478384
38,38,0,0,1,1,0.4323738,1,0.078439616
39,39,1,1,1,1,0.50713646,1,-0.43138495
40,40,1,0,0,0,0.46083024,1,-0.70019364
41,41,0,0,1,0,0.43663442,1,0.10356067
42,42,0,0,1,0,0.5094215,1,0.5273459
43,43,0,0,1,0,0.5478346,1,0.7507897
44,44,1,1,1,1,0.5678898,1,-0.07688351
45,45,0,0,1,0,0.4930051,1,0.4322054
46,46,1,1,1,1,0.53924394,1,-0.24485938
47,47,0,0,1,0,0.47773585,1,0.34363893
48,48,0,0,1,0,0.5312258,1,0.6539289
49,49,1,1,1,1,0.5592194,1,-0.12795408
50,50,0,0,1,1,0.48836002,0,0.4052781
51,51,1,0,0,1,0.53680813,0,-0.25905702
52,52,1,0,0,1,0.47644678,0,-0.60933244
53,53,0,0,1,0,0.4447851,0,0.15146786
54,54,1,0,0,1,0.51377803,0,-0.3928803
55,55,0,0,1,1,0.46431398,0,0.26559386
56,56,0,0,1,0,0.5241466,0,0.6127791
57,57,0,0,1,1,0.55552465,0,0.79583496
58,58,0,0,1,1,0.5719082,0,0.8923525
59,59,0,0,1,1,0.5804858,0,0.9432421
60,60,1,0,0,1,0.58498925,0,0.024588386
61,61,0,0,1,1,0.5022372,0,0.4857072
62,62,1,1,1,1,0.54407805,0,-0.21665017
63,63,0,1,0,0,0.48029798,0,0.35851243
64,64,0,0,1,1,0.5325736,0,0.66177106
65,65,0,0,1,1,0.5599228,0,0.82166636
66,66,0,1,0,0,0.5742083,0,0.9059723
67,67,0,1,0,0,0.5816924,0,0.95042324
68,68,0,0,1,1,0.5856236,0,0.97386026
69,69,0,0,1,1,0.587692,0,0.9862176
70,70,0,1,0,0,0.58878136,0,0.9927332
71,71,0,0,1,1,0.58935535,0,0.9961685
72,72,0,0,1,1,0.5896579,0,0.9979798
73,73,1,1,1,0,0.5898174,0,0.053449247
74,74,0,0,1,1,0.504863,0,0.5009243
75,75,0,0,1,1,0.5454515,0,0.7368587
76,76,0,1,0,0,0.5666452,0,0.8612569
77,77,0,1,0,1,0.5777273,0,0.9268467
78,78,0,1,0,1,0.58353984,0,0.9614294
79,79,1,1,1,0,0.5865953,0,0.03417777
80,80,1,0,0,1,0.5031097,0,-0.45472232
81,81,0,0,1,1,0.4587206,0,0.23298718
82,82,0,0,1,1,0.521186,0,0.59558696
83,83,1,1,1,1,0.55397916,0,-0.15871528
84,84,1,1,1,0,0.48556307,0,-0.5564266
85,85,0,0,1,1,0.44954503,0,0.17936288
86,86,0,0,1,1,0.5163138,0,0.5673132
87,87,0,0,1,0,0.55143523,0,0.77186275
88,88,0,0,1,1,0.5697708,0,0.879713
89,89,0,0,1,1,0.57936513,0,0.9365778
90,90,0,0,1,1,0.5844003,0,0.9665602
91,91,1,1,1,0,0.58704805,0,0.036883023
92,92,1,1,1,0,0.5033558,0,-0.45329595
93,93,0,0,1,0,0.4588495,0,0.23373924
94,94,1,1,1,0,0.5212543,0,-0.3495021
95,95,0,0,1,1,0.46824285,0,0.2884653
96,96,1,1,1,0,0.52622235,0,-0.3206474
97,97,1,1,1,0,0.47085848,0,-0.6418064
98,98,0,0,1,1,0.44186836,0,0.13434573
99,99,1,1,1,1,0.5122212,0,-0.40190804
100,100,1,0,0,1,0.46349686,1,-0.68465173
101,101,1,1,1,1,0.4380263,1,-0.83373034
102,102,0,0,1,0,0.42471856,1,0.033152472
103,103,0,0,1,0,0.5030164,1,0.4902227
104,104,1,1,1,1,0.5444857,1,-0.21426935
105,105,1,1,1,1,0.48051426,1,-0.58571786
106,106,1,1,1,1,0.4469085,1,-0.78156674
107,107,1,1,1,1,0.42936364,1,-0.8848295
108,108,1,1,1,1,0.4201811,1,-0.9392755
109,109,1,1,1,0,0.4153613,1,-0.9679826
110,110,0,0,1,1,0.41282645,1,-0.03763299
111,111,1,1,1,1,0.49657595,1,-0.49258506
112,112,0,0,1,0,0.45530108,1,0.21302378
113,113,0,1,0,1,0.5193726,1,0.58506113
114,114,0,0,1,1,0.5530324,1,0.7812205
115,115,0,0,1,0,0.57060546,1,0.88464695
116,116,1,1,1,1,0.5798027,1,-0.0063063363
117,117,1,1,1,0,0.49942622,1,-0.47606787
118,118,1,1,1,0,0.45679232,1,-0.72375304
119,119,1,1,1,1,0.4345264,1,-0.8543468
120,120,0,0,1,1,0.4228863,1,0.022282304
121,121,0,1,0,1,0.5020274,1,0.48449132
122,122,0,1,0,1,0.54396826,1,0.72819436
123,123,1,1,1,1,0.5658707,1,-0.08879709
124,124,0,1,0,1,0.49192137,1,0.42592388
125,125,1,1,1,1,0.5386759,1,-0.24817136
126,126,0,0,1,0,0.4774351,1,0.34189266
127,127,0,1,0,1,0.53106755,1,0.65300816
128,128,0,0,1,0,0.5591368,1,0.81704605
129,129,0,0,1,0,0.57379717,1,0.9035362
130,130,0,1,0,0,0.5814767,1,0.94913876
131,131,1,1,1,1,0.58551013,1,0.027697455
132,132,1,1,1,1,0.5025201,1,-0.45813912
133,133,0,1,0,0,0.45841184,1,0.23118564
134,134,1,0,0,0,0.5210224,1,-0.3508485
135,135,1,1,1,1,0.46812084,1,-0.6577302
136,136,0,0,1,0,0.4404396,1,0.12594981
137,137,1,0,0,0,0.51145774,1,-0.40633485
138,138,0,0,1,0,0.46309626,1,0.25849983
139,139,0,0,1,1,0.52350265,1,0.6090387
140,140,0,1,0,1,0.5551885,1,0.7938628
141,141,1,1,1,0,0.57173246,1,-0.054172903
142,142,1,1,1,1,0.49507117,1,-0.5013059
143,143,1,1,1,1,0.45451406,1,-0.7370599
144,144,0,0,1,0,0.4333368,1,0.08412265
145,145,1,1,1,1,0.5076534,1,-0.42838854
146,146,0,1,0,1,0.4611012,1,0.24687186
147,147,0,0,1,1,0.5224469,1,0.6029078
