,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,0,0,1,0,0.5,1,0.23113398
1,1,1,0,0,0,0.5277881,1,-0.05342292
2,2,1,1,1,1,0.49357095,1,-0.27220905
3,3,0,0,1,0,0.4672867,1,0.021841697
4,4,1,0,0,0,0.5026286,1,-0.21434066
5,5,1,1,1,1,0.47422716,1,-0.39593324
6,6,0,1,0,1,0.45249355,1,-0.07328562
7,7,1,1,1,1,0.49118105,1,-0.2874808
8,8,0,0,1,1,0.46545708,1,0.010099768
9,9,1,0,0,0,0.5012155,1,-0.22336861
10,10,1,0,0,0,0.47314367,1,-0.40287453
11,11,0,0,1,1,0.45166585,1,-0.07862254
12,12,0,0,1,0,0.49053898,1,0.17068379
13,13,0,1,0,1,0.5205301,1,0.36236694
14,14,1,1,1,1,0.54350024,1,0.047477644
15,15,0,0,1,0,0.50571364,1,0.26763794
16,16,0,0,1,0,0.53216547,1,0.4369117
17,17,0,0,1,1,0.5523889,1,0.56706053
18,18,0,0,1,0,0.56782454,1,0.66712755
19,19,0,0,1,0,0.57960516,1,0.7440657
20,20,1,1,1,1,0.5886023,1,0.34095284
21,21,1,1,1,1,0.5409415,1,0.03101306
22,22,1,1,1,1,0.5037323,1,-0.2072891
23,23,1,1,1,1,0.47507364,1,-0.39051154
24,24,0,1,0,0,0.45314023,1,-0.069117054
25,25,0,0,1,0,0.4916826,1,0.17799224
26,26,0,0,1,0,0.5214081,1,0.36798617
27,27,0,1,0,1,0.54417133,1,0.51406604
28,28,0,0,1,1,0.56155354,1,0.6263819
29,29,1,1,1,1,0.57481843,1,0.25046977
30,30,0,0,1,0,0.5301073,1,0.4237117
31,31,1,0,0,0,0.55081725,1,0.09464352
32,32,0,0,1,1,0.5113883,1,0.30390218
33,33,1,1,1,0,0.5365093,1,0.0025260632
34,34,0,0,1,0,0.500304,1,0.2330762
35,35,0,1,0,1,0.5280211,1,0.41033834
36,36,1,0,0,1,0.5492239,1,0.084361225
37,37,0,0,1,0,0.5101514,1,0.29599646
38,38,0,1,0,1,0.53556275,1,0.45871562
39,39,0,1,0,1,0.5549827,1,0.5838248
40,40,1,0,0,0,0.5698039,1,0.21774907
41,41,1,1,1,1,0.52618194,1,-0.063714124
42,42,0,0,1,0,0.49233267,1,0.18214637
43,43,1,1,1,0,0.5219071,1,-0.09108784
44,44,1,1,1,1,0.48903942,1,-0.30116832
45,45,1,0,0,0,0.463818,1,-0.46269208
46,46,0,0,1,0,0.44454452,1,-0.124614224
47,47,1,1,1,1,0.4850073,1,-0.32694563
48,48,1,0,0,0,0.4607334,1,-0.48251137
49,49,1,1,1,0,0.4421899,1,-0.6021206
50,50,0,0,1,1,0.42803848,0,-0.23181607
51,51,1,1,1,1,0.47213006,0,-0.40936947
52,52,0,1,0,0,0.45089158,0,-0.083616294
53,53,1,1,1,0,0.48993823,0,-0.29542372
54,54,1,1,1,0,0.46450582,0,-0.45827523
55,55,1,1,1,0,0.4450696,0,-0.58348626
56,56,0,0,1,1,0.43023607,0,-0.21748875
57,57,1,0,0,1,0.47384933,0,-0.3983537
58,58,0,0,1,1,0.45220488,0,-0.07514663
59,59,1,1,1,0,0.49095717,0,-0.28891167
60,60,1,1,1,0,0.4652857,0,-0.45326835
61,61,1,1,1,0,0.445665,0,-0.57963663
62,62,1,1,1,0,0.4306904,0,-0.6767969
63,63,0,0,1,1,0.41926107,0,-0.28923213
64,64,0,0,1,1,0.4652473,0,0.00875323
65,65,1,1,1,0,0.50105345,0,-0.22440393
66,66,0,0,1,1,0.47301942,0,0.058597434
67,67,0,0,1,1,0.5070517,0,0.27618757
68,68,0,1,0,0,0.53319,0,0.44348523
69,69,1,1,1,0,0.5531712,0,0.109846726
70,70,1,0,0,1,0.51321685,0,-0.14667657
71,71,0,0,1,1,0.48235494,0,0.11835936
72,72,0,0,1,1,0.51424056,0,0.32213646
73,73,0,0,1,1,0.53869134,0,0.47881377
74,74,1,0,0,1,0.557371,0,0.13700965
75,75,0,0,1,1,0.516483,0,0.33647606
76,76,0,0,1,1,0.5404063,0,0.489839
77,77,0,0,1,1,0.55868,0,0.6077545
78,78,1,1,1,1,0.5726254,0,0.23614782
79,79,1,1,1,0,0.5283896,0,-0.049567956
80,80,1,1,1,0,0.49403483,0,-0.26924512
81,81,0,0,1,1,0.4676419,0,0.024120579
82,82,1,1,1,0,0.50290287,0,-0.21258849
83,83,1,1,1,0,0.47443748,0,-0.39458606
84,84,0,0,1,1,0.4526542,0,-0.07224982
85,85,0,0,1,0,0.49130568,0,0.17558356
86,86,0,0,1,1,0.52111876,0,0.36613423
87,87,0,0,1,0,0.5439502,0,0.51264215
88,88,0,0,1,1,0.5613848,0,0.6252871
89,89,0,0,1,1,0.5746896,0,0.711896
90,90,1,1,1,0,0.5848472,0,0.31621864
