,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,1,0.5,1,-0.58002055
1,1,0,1,0,0,0.32233152,1,0.33642384
2,2,1,0,0,0,0.60611254,1,-0.43872947
3,3,0,0,1,0,0.36306947,1,0.39576322
4,4,0,0,1,0,0.62410796,1,0.746233
5,5,0,0,1,1,0.7223235,1,0.8934231
6,6,1,1,1,0,0.7585204,1,-0.20480125
7,7,1,1,1,1,0.43477982,1,-0.66603285
8,8,0,0,1,0,0.29874736,1,0.30030045
9,9,1,1,1,0,0.5950114,1,-0.45390055
10,10,1,0,0,0,0.35858697,1,-0.77064943
11,11,1,1,1,1,0.27144635,1,-0.90367746
12,12,0,1,0,1,0.23908146,1,0.2004946
13,13,0,0,1,0,0.5638638,1,0.66422415
14,14,0,0,1,1,0.700767,1,0.8589811
15,15,0,0,1,0,0.75034636,1,0.9407749
16,16,1,1,1,1,0.7694571,1,-0.18491443
17,17,0,0,1,0,0.4410509,1,0.5023603
18,18,0,0,1,0,0.6555635,1,0.79100156
19,19,0,0,1,0,0.7336792,1,0.91222495
20,20,1,0,0,1,0.76290494,1,-0.19690484
21,21,1,1,1,1,0.43726748,1,-0.66271657
22,22,1,1,1,1,0.29963818,1,-0.8583479
23,23,1,1,1,0,0.24980563,1,-0.940509
24,24,1,1,1,1,0.23060332,1,-0.975015
25,25,0,1,0,0,0.22285353,1,0.17053431
26,26,0,1,0,1,0.55440265,1,0.6516415
27,27,1,1,1,1,0.69737583,1,-0.30634454
28,28,1,1,1,1,0.40312403,1,-0.70867896
29,29,1,1,1,1,0.28742874,1,-0.87765115
30,30,0,0,1,0,0.24519992,1,0.21142513
31,31,1,1,1,1,0.56730443,1,-0.49122635
32,32,0,0,1,1,0.34766445,1,0.37371558
33,33,0,0,1,0,0.6174587,1,0.7369734
34,34,0,0,1,0,0.7199379,1,0.88953424
35,35,0,1,0,1,0.7576067,1,0.95360667
36,36,0,0,1,1,0.7723604,1,0.9805158
37,37,0,0,1,0,0.7783646,1,0.991817
