,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,0,0.5,0,-0.42838234
1,1,0,1,0,0,0.4369016,0,0.18351144
2,2,1,1,1,1,0.52714837,0,-0.32348397
3,3,0,0,1,1,0.4522432,0,0.2434732
4,4,0,0,1,1,0.53599215,0,0.5675559
5,5,0,0,1,1,0.5832633,0,0.7528073
6,6,0,0,1,1,0.60966754,0,0.85870034
7,7,0,0,1,0,0.62448746,0,0.9192306
8,8,1,1,1,1,0.63285714,0,0.09706609
9,9,0,0,1,1,0.51436996,0,0.48386705
10,10,0,0,1,0,0.5711665,0,0.7049693
11,11,0,0,1,1,0.6029037,0,0.8313552
12,12,0,0,1,1,0.6206815,0,0.9035997
13,13,0,0,1,1,0.6307032,0,0.94489586
14,14,1,1,1,0,0.6363822,0,0.11173681
15,15,0,0,1,1,0.5165404,0,0.4922531
16,16,1,0,0,1,0.57238275,0,-0.1470018
17,17,1,1,1,0,0.4782451,0,-0.5124112
18,18,0,0,1,1,0.42469728,0,0.13547908
19,19,1,1,1,0,0.52005154,0,-0.3509401
20,20,0,1,0,1,0.4482177,0,0.22777878
21,21,1,1,1,0,0.5336793,0,-0.29817998
22,22,1,0,0,1,0.45595872,0,-0.5988273
23,23,1,1,1,0,0.41224143,0,-0.7706826
24,24,0,0,1,1,0.38781568,0,-0.012153428
25,25,1,1,1,0,0.49820027,0,-0.43532947
26,26,0,1,0,0,0.43588948,0,0.17954034
27,27,0,0,1,1,0.52656204,0,0.53101075
28,28,0,0,1,1,0.57799226,0,0.7319175
29,29,0,0,1,1,0.60671896,0,0.8467593
30,30,1,1,1,0,0.62282735,0,0.055640217
31,31,0,0,1,1,0.5082387,0,0.4601873
32,32,0,0,1,1,0.56772757,0,0.6914335
33,33,0,0,1,1,0.60098267,0,0.82361794
34,34,1,1,1,0,0.6196019,0,0.042412214
35,35,1,1,1,0,0.50628024,0,-0.40413877
36,36,1,1,1,1,0.44043764,0,-0.6593952
37,37,0,0,1,1,0.4035768,0,0.051460408
38,38,0,0,1,1,0.50761986,0,0.45779803
39,39,0,0,1,1,0.5673802,0,0.69006777
40,40,1,1,1,0,0.60078865,0,-0.033927422
41,41,1,1,1,0,0.49497604,0,-0.44777587
42,42,1,1,1,0,0.43407756,0,-0.6843389
43,43,0,0,1,1,0.40002552,0,0.03720213
44,44,0,0,1,0,0.50550884,0,0.44964775
45,45,1,1,1,0,0.56619483,0,-0.17135575
46,46,1,1,1,0,0.47464672,0,-0.5263323
47,47,1,1,1,0,0.4226838,0,-0.7292432
48,48,1,0,0,1,0.39365909,0,-0.84523064
49,49,1,0,0,1,0.3773854,0,-0.9115311
50,50,0,0,1,0,0.3682032,1,-0.09266492
51,51,0,1,0,1,0.48628125,1,0.37541345
52,52,0,0,1,1,0.5553648,1,0.6429753
53,53,0,1,0,1,0.5940799,1,0.7959184
54,54,0,0,1,0,0.6157272,1,0.88334334
55,55,0,1,0,1,0.6279042,1,0.933317
56,56,1,0,0,0,0.63479364,1,0.105118126
57,57,1,0,0,1,0.5155613,1,-0.36829498
58,58,0,0,1,1,0.44567665,1,0.21785843
59,59,1,1,1,0,0.53221667,1,-0.30385062
60,60,0,0,1,0,0.45512563,1,0.25469598
61,61,0,0,1,1,0.53764504,1,0.57397103
62,62,0,1,0,0,0.5841866,1,0.7564743
63,63,0,0,1,1,0.6101844,1,0.86079645
64,64,0,0,1,0,0.62477857,1,0.9204288
65,65,0,0,1,0,0.633022,1,0.9545157
66,66,0,0,1,0,0.6376997,1,0.97400033
67,67,1,0,0,0,0.640362,1,0.12837346
68,68,1,1,1,1,0.5190009,1,-0.3550018
69,69,0,0,1,0,0.44762275,1,0.22545704
70,70,0,0,1,0,0.53333706,1,0.5572576
71,71,0,0,1,1,0.5817798,1,0.7469206
72,72,1,1,1,0,0.6088375,1,-0.0014293399
73,73,0,0,1,0,0.49978834,1,0.4275653
74,74,0,0,1,1,0.56297934,1,0.67278624
75,75,0,1,0,1,0.598331,1,0.81295884
76,76,0,1,0,1,0.6181126,1,0.893084
77,77,1,1,1,1,0.62925124,1,0.08212021
78,78,0,0,1,1,0.5121583,1,0.4753237
79,79,0,0,1,0,0.56992656,1,0.70008576
80,80,1,1,1,0,0.602211,1,-0.028200962
81,81,1,1,1,1,0.49582398,1,-0.4445025
82,82,1,1,1,1,0.43455392,1,-0.6824678
83,83,0,0,1,0,0.40029156,1,0.038271688
84,84,1,0,0,0,0.5056672,1,-0.40650558
85,85,0,0,1,1,0.44009218,1,0.19601658
86,86,1,1,1,1,0.5289944,1,-0.3163358
87,87,1,1,1,0,0.45329228,1,-0.6092055
88,88,0,0,1,0,0.41075274,1,0.08014974
89,89,0,0,1,0,0.5118667,1,0.47419736
90,90,1,1,1,1,0.569763,1,-0.15732276
91,91,1,1,1,1,0.47671986,1,-0.51831084
92,92,1,1,1,1,0.42384368,1,-0.72465795
93,93,0,0,1,0,0.39430755,1,0.014155065
94,94,1,1,1,1,0.5020961,1,-0.42029107
95,95,0,0,1,0,0.43808106,1,0.18813656
96,96,1,1,1,1,0.52783126,1,-0.32084018
97,97,1,1,1,1,0.45263118,1,-0.6117802
98,98,0,1,0,1,0.41038364,1,0.07867795
99,99,1,1,1,1,0.51164883,1,-0.38340864
100,100,0,0,1,1,0.44346607,0,0.2092192
101,101,0,0,1,1,0.53094244,0,0.5479757
102,102,1,1,1,0,0.5804415,0,-0.115149744
103,103,1,1,1,0,0.48295477,0,-0.49420398
104,104,1,1,1,0,0.42733446,0,-0.7108781
105,105,0,0,1,1,0.39625862,0,0.022031898
106,106,0,0,1,1,0.5032625,0,0.44097617
107,107,1,1,1,0,0.56493276,0,-0.17631258
108,108,0,0,1,0,0.47391462,0,0.32759896
109,109,0,0,1,0,0.5483605,0,0.6156437
110,110,1,1,1,0,0.59016997,0,-0.07646954
111,111,0,1,0,1,0.488678,0,0.384671
