,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,0,0,1,0,0.5,1,0.07122438
1,1,0,0,1,0,0.5389018,1,0.13737585
2,2,0,0,1,0,0.57462317,1,0.19881572
3,3,0,0,1,0,0.60712457,1,0.25587958
4,4,0,0,1,0,0.63649046,1,0.30887908
5,5,0,0,1,0,0.6628876,1,0.35810375
6,6,0,1,0,1,0.6865308,1,0.4038224
7,7,0,0,1,0,0.7076579,1,0.44628477
8,8,0,0,1,0,0.7265112,1,0.4857228
9,9,0,0,1,0,0.74332637,1,0.52235186
10,10,0,1,0,1,0.7583248,1,0.55637205
11,11,1,1,1,1,0.77171016,1,0.44552043
12,12,0,0,1,0,0.7261786,1,0.4850129
13,13,0,0,1,0,0.7430297,1,0.5216925
14,14,0,1,0,1,0.75806016,1,0.55575967
15,15,0,1,0,0,0.7714739,1,0.58740044
16,16,0,0,1,0,0.7834557,1,0.61678755
17,17,0,1,0,0,0.794171,1,0.64408165
18,18,0,0,1,0,0.8037666,1,0.6694317
19,19,0,0,1,1,0.81237245,1,0.69297624
20,20,0,1,0,0,0.82010263,1,0.7148438
21,21,0,0,1,0,0.8270574,1,0.73515385
22,22,0,0,1,0,0.83332485,1,0.75401735
23,23,0,0,1,0,0.83898187,1,0.77153736
24,24,0,0,1,0,0.84409606,1,0.78780943
25,25,1,1,1,0,0.8487267,1,0.6604738
26,26,1,1,1,0,0.80936503,1,0.5422076
27,27,0,0,1,0,0.7662013,1,0.5748136
28,28,0,0,1,1,0.77874446,1,0.60509723
29,29,0,0,1,0,0.7899561,1,0.63322395
30,30,0,0,1,0,0.7999905,1,0.65934736
31,31,0,0,1,0,0.8089842,1,0.6836101
32,32,0,0,1,0,0.81705767,1,0.7061448
33,33,0,0,1,0,0.82431656,1,0.72707444
34,34,0,0,1,0,0.8308537,1,0.74651337
35,35,0,0,1,1,0.83675027,1,0.7645678
36,36,0,0,1,0,0.8420777,1,0.7813363
37,37,0,1,0,1,0.84689826,1,0.7969105
38,38,0,0,1,0,0.8512669,1,0.81137544
39,39,0,1,0,1,0.8552318,1,0.8248101
40,40,0,0,1,0,0.8588353,1,0.8372879
41,41,0,0,1,0,0.8621146,1,0.84887695
42,42,0,0,1,1,0.8651029,1,0.8596406
43,43,0,0,1,0,0.86782914,1,0.8696376
44,44,0,0,1,0,0.87031925,1,0.8789226
45,45,0,0,1,0,0.87259614,1,0.88754624
46,46,0,1,0,1,0.8746802,1,0.89555573
47,47,0,0,1,0,0.8765896,1,0.9029947
48,48,1,1,1,1,0.8783406,1,0.7674551
49,49,0,0,1,0,0.8429164,1,0.7840179
50,50,0,0,1,1,0.8476579,0,0.7994011
51,51,0,0,1,1,0.85195595,0,0.81368864
52,52,0,0,1,0,0.8558577,0,0.8269586
53,53,0,0,1,1,0.8594045,0,0.83928335
54,54,0,0,1,1,0.8626331,0,0.8507303
55,55,1,0,0,1,0.8655757,0,0.71891314
56,56,0,0,1,1,0.82832795,0,0.7389334
57,57,0,1,0,0,0.8344709,0,0.7575277
58,58,0,1,0,0,0.8400173,0,0.7747976
59,59,0,0,1,1,0.84503305,0,0.7908375
60,60,0,0,1,1,0.8495758,0,0.805735
61,61,0,0,1,1,0.8536963,0,0.81957144
62,62,0,0,1,1,0.85743916,0,0.8324223
63,63,0,0,1,1,0.86084354,0,0.84435797
64,64,0,0,1,1,0.8639442,0,0.8554435
65,65,0,0,1,1,0.8667717,0,0.8657394
66,66,0,1,0,0,0.86935306,0,0.875302
67,67,0,0,1,1,0.8717124,0,0.8841836
68,68,0,0,1,0,0.8738711,0,0.8924325
69,69,1,1,1,0,0.87584805,0,0.7576452
70,70,1,1,1,0,0.8400519,0,0.632458
71,71,0,0,1,1,0.7997221,0,0.658636
72,72,0,0,1,1,0.8087435,0,0.68294936
73,73,0,0,1,1,0.81684136,0,0.7055311
74,74,0,0,1,1,0.82412195,0,0.7265045
75,75,0,0,1,1,0.8306783,0,0.745984
76,76,1,1,1,0,0.83659196,0,0.6216274
77,77,0,1,0,0,0.7958975,0,0.64857674
78,78,0,1,0,1,0.80531406,0,0.67360663
79,79,1,1,1,0,0.81376153,0,0.5544051
80,80,0,1,0,0,0.7709507,0,0.5861423
81,81,0,0,1,1,0.7829881,0,0.61561906
82,82,1,1,1,1,0.7937525,0,0.5005476
83,83,0,1,0,0,0.7494693,0,0.5361208
84,84,0,0,1,1,0.76380587,0,0.5691603
85,85,0,0,1,0,0.7766047,0,0.5998466
86,86,0,0,1,1,0.7880425,0,0.6283473
87,87,0,0,1,1,0.7982768,0,0.654818
88,88,1,1,1,0,0.8074473,0,0.5369546
89,89,0,0,1,1,0.764135,0,0.5699347
90,90,0,0,1,0,0.7768987,0,0.60056585
91,91,0,0,1,0,0.7883054,0,0.6290153
92,92,0,0,1,1,0.7985122,0,0.6554385
93,93,0,0,1,1,0.8076584,0,0.6799796
94,94,0,0,1,0,0.8158667,0,0.7027729
95,95,0,0,1,1,0.823245,0,0.7239427
96,96,0,1,0,0,0.829888,0,0.7436047
97,97,0,0,1,1,0.8358786,0,0.76186633
98,98,0,1,0,0,0.84128964,0,0.77882725
99,99,0,0,1,1,0.84618473,0,0.7945801
100,100,0,0,1,0,0.85061985,1,0.809211
101,101,0,0,1,0,0.8546442,1,0.82279986
102,102,0,0,1,0,0.85830086,1,0.83542085
103,103,0,0,1,0,0.86162806,1,0.8471429
104,104,0,0,1,0,0.86465925,1,0.85803
105,105,0,0,1,0,0.8674242,1,0.8681418
106,106,0,1,0,1,0.8699492,1,0.87753326
107,107,1,1,1,1,0.87225765,1,0.74380714
108,108,0,0,1,0,0.8359394,1,0.7620543
109,109,0,1,0,1,0.84134454,1,0.77900183
110,110,0,0,1,0,0.84623444,1,0.7947423
111,111,0,0,1,0,0.850665,1,0.80936164
112,112,1,1,1,1,0.8546851,1,0.680491
113,113,0,0,1,0,0.8160348,1,0.70324785
114,114,1,1,1,1,0.82339627,1,0.58193505
115,115,0,0,1,0,0.781419,1,0.61171144
116,116,0,1,0,1,0.79234856,1,0.6393671
117,117,0,0,1,0,0.8021336,1,0.66505295
118,118,1,1,1,1,0.81090695,1,0.54646057
119,119,0,1,0,1,0.76786506,1,0.57876366
120,120,0,0,1,0,0.7802308,1,0.60876596
121,121,0,0,1,1,0.7912856,1,0.63663137
