,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,0,0,1,0,0.5,1,0.58145016
1,1,1,0,0,0,0.63619584,1,-0.33808428
2,2,0,0,1,0,0.4194657,1,0.439945
3,3,1,1,1,1,0.6041712,1,-0.3973112
4,4,0,1,0,1,0.40566963,1,0.4151556
5,5,0,0,1,0,0.59845895,1,0.75521344
6,6,1,1,1,0,0.67390764,1,-0.26535565
7,7,0,0,1,0,0.4365784,1,0.47038558
8,8,0,0,1,0,0.6111468,1,0.77832997
9,9,0,1,0,0,0.67877156,1,0.90722
10,10,0,1,0,1,0.7051661,1,0.961167
11,11,0,1,0,1,0.71583104,1,0.9837464
12,12,0,0,1,0,0.72022516,1,0.9931971
13,13,0,0,1,0,0.7220519,1,0.9971526
14,14,0,0,1,0,0.7228143,1,0.99880826
15,15,0,1,0,1,0.723133,1,0.99950117
16,16,1,1,1,1,0.72326636,1,-0.16310906
17,17,0,0,1,1,0.46088493,1,0.51318085
18,18,1,1,1,1,0.62087655,1,-0.36665836
19,19,1,1,1,0,0.41279265,1,-0.73491496
20,20,1,0,0,1,0.33039448,1,-0.8890487
21,21,1,0,0,0,0.29847822,1,-0.95356137
22,22,1,1,1,1,0.28565836,1,-0.9805631
23,23,1,1,1,1,0.2803918,1,-0.9918647
24,24,1,0,0,0,0.2782052,1,-0.99659497
25,25,0,0,1,0,0.2772931,1,0.16432546
26,26,1,0,0,0,0.5394056,1,-0.51267177
27,27,1,1,1,1,0.37923867,1,-0.79602885
28,28,1,1,1,1,0.31753045,1,-0.9146279
29,29,1,1,1,1,0.29335564,1,-0.9642675
30,30,0,0,1,0,0.2835631,1,0.1778561
31,31,0,0,1,0,0.5426351,1,0.6558918
32,32,1,1,1,1,0.6525902,1,-0.30692673
33,33,0,0,1,0,0.42677572,1,0.452986
34,34,1,0,0,0,0.607165,1,-0.39185292
35,35,0,0,1,0,0.40693521,1,0.41744015
36,36,0,0,1,0,0.59898657,1,0.7561697
37,37,0,0,1,1,0.6741096,1,0.89794487
38,38,1,1,1,1,0.7033092,1,-0.20561545
39,39,0,1,0,1,0.45075074,1,0.49538982
40,40,0,0,1,0,0.6168429,1,0.7887955
