,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,1,0.5,1,-0.7161777
1,1,1,1,1,1,0.08884332,1,-0.9194449
2,2,1,1,1,1,0.047946587,1,-0.9771367
3,3,1,1,1,0,0.040076904,1,-0.9935109
4,4,1,1,1,1,0.03807879,1,-0.9981582
5,5,1,1,1,1,0.03752933,1,-0.99947727
6,6,1,1,1,1,0.037374776,1,-0.99985164
7,7,1,1,1,1,0.037331022,1,-0.9999579
8,8,1,1,1,1,0.037318613,1,-0.999988
9,9,1,1,1,1,0.03731509,1,-0.9999966
10,10,1,0,0,0,0.03731409,1,-0.99999905
11,11,1,1,1,1,0.037313808,1,-0.9999997
12,12,1,0,0,0,0.037313726,1,-0.99999994
13,13,1,1,1,1,0.037313703,1,-1.0
14,14,1,0,0,0,0.037313696,1,-1.0
15,15,1,1,1,1,0.037313696,1,-1.0
16,16,1,1,1,1,0.037313696,1,-1.0
17,17,1,1,1,1,0.037313696,1,-1.0
18,18,1,1,1,1,0.037313696,1,-1.0
19,19,1,0,0,0,0.037313696,1,-1.0
20,20,1,1,1,1,0.037313696,1,-1.0
21,21,1,1,1,1,0.037313696,1,-1.0
22,22,1,1,1,1,0.037313696,1,-1.0
23,23,1,1,1,1,0.037313696,1,-1.0
24,24,1,1,1,1,0.037313696,1,-1.0
25,25,0,0,1,1,0.037313696,1,0.4323554
26,26,1,1,1,1,0.8030258,1,-0.59346557
27,27,1,1,1,1,0.1268634,1,-0.8846165
28,28,1,1,1,1,0.053386733,1,-0.9672516
29,29,1,1,1,0,0.041331407,1,-0.99070525
30,30,1,0,0,0,0.038414225,1,-0.99736196
31,31,0,0,1,1,0.037622932,1,0.43310413
32,32,0,1,0,1,0.8034104,1,0.8391023
33,33,0,0,1,1,0.93862367,1,0.95433366
34,34,0,0,1,0,0.9569725,1,0.98703885
35,35,0,0,1,0,0.96114314,1,0.9963213
36,36,0,0,1,0,0.9622544,1,0.9989559
37,37,0,0,1,0,0.96256423,1,0.99970365
38,38,0,1,0,1,0.96265167,1,0.9999159
39,39,0,1,0,0,0.96267647,1,0.99997616
40,40,0,0,1,0,0.9626835,1,0.9999932
41,41,1,1,1,1,0.9626855,1,-0.4323573
42,42,1,1,1,0,0.19697326,1,-0.8388904
43,43,1,0,0,0,0.06141602,1,-0.95427346
44,44,1,1,1,1,0.04303557,1,-0.9870218
45,45,1,1,1,1,0.03885893,1,-0.9963165
46,46,1,1,1,1,0.03774616,1,-0.99895453
47,47,1,0,0,0,0.037435953,1,-0.9997033
48,48,1,1,1,1,0.037348356,1,-0.9999158
49,49,1,1,1,1,0.03732353,1,-0.9999761
50,50,1,0,0,1,0.037316486,0,-0.9999932
51,51,1,1,1,1,0.037314486,0,-0.9999981
52,52,1,1,1,0,0.03731392,0,-0.99999946
53,53,1,0,0,1,0.03731376,0,-0.9999998
54,54,1,1,1,0,0.037313715,0,-0.99999994
55,55,1,1,1,1,0.0373137,0,-1.0
56,56,1,1,1,0,0.037313696,0,-1.0
57,57,1,1,1,0,0.037313696,0,-1.0
58,58,1,1,1,0,0.037313696,0,-1.0
59,59,1,1,1,0,0.037313696,0,-1.0
60,60,1,1,1,0,0.037313696,0,-1.0
61,61,1,1,1,1,0.037313696,0,-1.0
62,62,1,1,1,0,0.037313696,0,-1.0
63,63,1,0,0,1,0.037313696,0,-1.0
64,64,1,0,0,1,0.037313696,0,-1.0
65,65,1,1,1,0,0.037313696,0,-1.0
66,66,1,1,1,0,0.037313696,0,-1.0
67,67,1,1,1,0,0.037313696,0,-1.0
68,68,1,0,0,1,0.037313696,0,-1.0
69,69,1,1,1,1,0.037313696,0,-1.0
70,70,1,0,0,1,0.037313696,0,-1.0
71,71,1,1,1,1,0.037313696,0,-1.0
72,72,1,0,0,1,0.037313696,0,-1.0
73,73,1,1,1,0,0.037313696,0,-1.0
74,74,1,1,1,0,0.037313696,0,-1.0
75,75,1,1,1,0,0.037313696,0,-1.0
76,76,1,1,1,1,0.037313696,0,-1.0
77,77,0,0,1,1,0.037313696,0,0.4323554
78,78,0,1,0,0,0.8030258,0,0.8388898
